(Product),(Customer),(Purchase Date),Cost Amount,Profit After Tax,Profit Before Tax,Discounted Sales,Undiscounted Sales
Verbatim DVD Rewritable Disc,Sandra Glassco,9/18/2004,239.16,118.968,148.71,387.87,461.565
Avery 516,Deanra Eno,9/19/2004,131.11,115,143.75,274.86,340.826
24-Hour Round Wall Clock,Joseph Airdo,9/19/2004,575.73,52.856,66.07,641.8,757.324
Avery 498,Roy Skaria,9/19/2004,44.75,24.688,30.86,75.61,89.976
Ericsson 2170,Sarah Jordon-Smith,9/19/2004,4284.2,2099.45,2624.31,6908.51,7599.36
Xerox 2,Heather Jas-Hannaway,9/19/2004,25.19,0.024,0.03,25.22,27.238
Tennsco Double-Tier Lockers,Mary Zewe,9/19/2004,8771.02,1520.37,1900.46,10671.5,11525.2
Acco Keyboard-In-A-Box,Jennifer Patt,9/19/2004,934.43,10.976,13.72,948.15,1118.82
Storex Dura Pro(TM) Binders,Ellis Ballard,9/19/2004,36.53,-8.97,-8.97,27.56,31.694
Ericsson 5160,Victor Price,9/19/2004,2994.69,1112.53,1390.66,4385.35,4648.47
Sony Accessory16,Maxwell Schwartz,9/20/2004,1217.4,207.008,258.76,1476.16,1564.73
Avery 507,Olvera Toch,9/20/2004,34.09,20.24,25.3,59.39,72.456
Xerox 1904,Jennifer Patt,9/20/2004,311.33,-74.67,-74.67,236.66,250.86
Maxell 4.7GB DVD-R 5/Pack,Sandra Glassco,9/20/2004,95.44,-52.29,-52.29,43.15,50.917
Wilson Jones Impact Binders,Sandra Glassco,9/20/2004,220.54,-68.11,-68.11,152.43,185.965
Ericsson 6190,Herbert Flentye,9/20/2004,737.1,422.8,528.5,1265.6,1404.82
Xerox 1972,Jane Waco,9/20/2004,135.35,-43.38,-43.38,91.97,101.167
Avery Hanging File Binders,Hallie Redmond,9/21/2004,72.62,34.88,43.6,116.22,126.68
CH 768,Karen Seio,9/21/2004,3487.86,1575.69,1969.61,5457.47,6712.69
Belkin ErgoBoard(TM) Keyboard,Jesus Ocampo,9/21/2004,389.96,34.528,43.16,433.12,519.744
Xerox 224,Deanra Eno,9/21/2004,563.88,-227.82,-227.82,336.06,416.714
Siemens 5185I,Sarah Jordon-Smith,9/21/2004,2654.49,1251.22,1564.02,4218.51,5104.4
Ericsson 2120,Sarah Jordon-Smith,9/22/2004,2150.23,984.168,1230.21,3380.44,3549.46
Xerox 206,Sarah Jordon-Smith,9/22/2004,204.55,-50.87,-50.87,153.68,185.953
Sony Accessory11,Heather Jas-Hannaway,9/22/2004,408.43,412.648,515.81,924.24,1081.36
Colored Push Pins,Seth Vernon,9/22/2004,48.94,-6.42,-6.42,42.52,44.646
OIC #2 Pencils  Medium Soft,Deanra Eno,9/23/2004,32.04,-1.01,-1.01,31.03,33.512
Nokia 788,Michael Oakman,9/23/2004,3693.02,1250.58,1563.22,5256.24,5834.43
Sony Accessory17,Nona Balk,9/23/2004,862.79,33.568,41.96,904.75,1040.46
GBC Imprintable Covers,Heather Jas-Hannaway,9/23/2004,254.6,58.68,73.35,327.95,409.938
Letter Slitter,Mary O_Rourke,9/24/2004,15.95,-4.25,-4.25,11.7,13.689
Newell 339,Jasper Cacioppo,9/24/2004,112.24,8.192,10.24,122.48,129.829
Xerox 1930,Jasper Cacioppo,9/24/2004,237.71,-48.94,-48.94,188.77,234.075
Xerox 216,Jasper Cacioppo,9/24/2004,10.31,8.68,10.85,21.16,26.027
Stockwell Push Pins,Noel Staavos,9/24/2004,95.68,13.6,17,112.68,140.85
Novimex Turbo Task Chair,Heather Jas-Hannaway,9/24/2004,2863.54,-476.93,-476.93,2386.61,2744.6
Xerox 1901,Seth Vernon,9/24/2004,326.85,-104.3,-104.3,222.55,251.482
Siemens 300 Series Flip,Naresj Patel,9/25/2004,879.72,369.184,461.48,1341.2,1542.38
Hon 4-Shelf Metal Bookcases,Yoseph Carroll-Englig,9/25/2004,1822.97,342.872,428.59,2251.56,2679.36
Sony Accessory3,Yoseph Carroll-Englig,9/25/2004,625.84,164.968,206.21,832.05,1023.42
Newell 311,Roy Skaria,9/25/2004,108.08,-9.06,-9.06,99.02,115.853
Sony 6160M,Nona Balk,9/25/2004,4538.21,2009.03,2511.29,7049.5,7754.45
Phone 918,Michael Moore,9/25/2004,2530.68,1137.82,1422.27,3952.95,4862.13
KH 688,MaryBeth Skach,9/25/2004,2781.94,1420.8,1776,4557.94,4877
Poly String Tie Envelopes,Meg Tillman-Sachs,9/25/2004,89.34,-59.32,-59.32,30.02,35.424
Xerox 1884,Naresj Patel,9/26/2004,658.11,267.448,334.31,992.42,1111.51
iDEN i550,Sharelle Roach-McGee,9/26/2004,1579.42,501.712,627.14,2206.56,2361.02
Xerox 1936,Dave Hallsten,9/26/2004,54.25,35.056,43.82,98.07,118.665
Avery 501,Nona Balk,9/26/2004,13.32,8.928,11.16,24.48,26.928
StarTAC 3000,Sarah Jordon-Smith,9/26/2004,574.17,265.4,331.75,905.92,1032.75
Xerox 1892,Laura Armstrong,9/26/2004,925.26,228.736,285.92,1211.18,1489.75
Xerox 1944,Ellis Ballard,9/26/2004,373.38,64.376,80.47,453.85,544.62
Economy Binders,Maurice Satty,9/26/2004,69.4,-1.68,-1.68,67.72,79.232
Heavy-Duty E-Z-D Binders,Maurice Satty,9/26/2004,78.49,24.088,30.11,108.6,131.406
Logitech Access Keyboard,Maurice Satty,9/26/2004,495.96,87.192,108.99,604.95,713.841
R289LX,Maurice Satty,9/26/2004,2184.15,731.536,914.42,3098.57,3408.43
Xerox 1966,Maurice Satty,9/26/2004,386.26,-89.9,-89.9,296.36,328.96
Xerox 1917,Dave Hallsten,9/27/2004,392.89,323.728,404.66,797.55,973.011
Xerox 1954,Dave Hallsten,9/27/2004,115.83,-38.94,-38.94,76.89,81.503
TimeportP7382,Mathew Reese,9/27/2004,5968.53,3011.79,3764.74,9733.27,11679.9
Fuji 5.2GB DVD-RAM,Rick Reed,9/27/2004,661.99,333.2,416.5,1078.49,1229.48
Xerox 1900,Rick Reed,9/27/2004,247.03,-95.72,-95.72,151.31,175.52
CH 688,MaryBeth Skach,9/27/2004,571.9,348.64,435.8,1007.7,1108.47
Avery 501,Sharelle Roach-McGee,9/28/2004,34.24,26.672,33.34,67.58,74.338
Xerox 222,Sharelle Roach-McGee,9/28/2004,196.19,-44.47,-44.47,151.72,185.098
Xerox 1951,Steven Roelle,9/28/2004,151,54.136,67.67,218.67,231.79
Embossed Ink Jet Note Cards,Rick Reed,9/28/2004,128.33,63.768,79.71,208.04,237.166
DAX Solid Wood Frames,MaryBeth Skach,9/28/2004,149.93,-16.95,-16.95,132.98,164.895
Xerox 211,Shui Tom,9/28/2004,598.92,-276.62,-276.62,322.3,351.307
G.E. Halogen Desk Lamp Bulbs,Meg Tillman-Sachs,9/28/2004,10.83,5.176,6.47,17.3,21.106
Bell Sonecor JB700 Caller ID,Victor Price,9/28/2004,206.3,-35.26,-35.26,171.04,210.379
Nokia 688,Elizabeth Moffitt,9/29/2004,608.97,308.696,385.87,994.84,1064.48
JM Magazine Binder,Laura Armstrong,9/29/2004,191.07,123.96,154.95,346.02,397.923
Sony Accessory6,Nathan Mautz,9/29/2004,547.71,61.992,77.49,625.2,706.476
Talkabout T8367,Nathan Mautz,9/29/2004,1745.89,552.784,690.98,2436.87,2875.51
Microsoft Office Keyboard,Herbert Flentye,9/29/2004,138.94,12.696,15.87,154.81,178.031
Fellowes Econo/Stor Drawers,Jesus Ocampo,9/30/2004,1545.04,-22.25,-22.25,1522.79,1644.61
Xerox 1915,Dave Hallsten,9/30/2004,571.28,606.376,757.97,1329.25,1448.88
Bevis Steel Folding Chairs,Heather Jas-Hannaway,9/30/2004,3355.08,-939.7,-939.7,2415.38,2946.76
Xerox 1898,Sandra Glassco,9/30/2004,450.8,-149.18,-149.18,301.62,334.798
Hon 5100 Series Wood Tables,Tracy Zic,9/30/2004,791.87,140.728,175.91,967.78,1190.37
Acco Keyboard-In-A-Box,Rick Reed,9/30/2004,728.88,33.064,41.33,770.21,908.848
Avery 492,Rick Reed,9/30/2004,61.68,44.736,55.92,117.6,128.184
Avery Binder Labels,Herbert Flentye,9/30/2004,405.57,-201.99,-201.99,203.58,228.01
Round Ring Binders,Shui Tom,9/30/2004,102.62,-3.98,-3.98,98.64,108.504
Stiletto Hand Letter Openers,Dario Medina,10/1/2004,229.36,-24.89,-24.89,204.47,243.319
Security-Tint Envelopes,Sharelle Roach-McGee,10/1/2004,49.68,36.12,45.15,94.83,116.641
Staples* Letter Opener,Dave Hallsten,10/1/2004,182.68,-115.38,-115.38,67.3,82.106
Sony Accessory37,Elizabeth Moffitt,10/1/2004,799.58,83.576,104.47,904.05,1075.82
Rogers Jumbo File  Granite,Lena Cacioppo,10/1/2004,635.43,-192.42,-192.42,443.01,474.021
Xerox 1908,Lena Cacioppo,10/1/2004,175.09,175.232,219.04,394.13,488.721
Xerox 1889,Nathan Mautz,10/1/2004,318.2,126.824,158.53,476.73,581.611
DAX Wood Document Frame.,Sandra Glassco,10/1/2004,613.36,-6.38,-6.38,606.98,655.538
Xerox 1987,Tracy Zic,10/1/2004,172.35,-49.03,-49.03,123.32,143.051
Sony Accessory5,Herbert Flentye,10/1/2004,1331.08,234.88,293.6,1624.68,1770.9
TeleTAC Series,Shui Tom,10/1/2004,1701.51,373.552,466.94,2168.45,2406.98
Newell 339,Meg Tillman-Sachs,10/1/2004,65.25,0.44,0.55,65.8,69.748
Sony Accessory6,Karen Seio,10/2/2004,995.84,130.04,162.55,1158.39,1308.98
Sony Accessory26,Sharelle Roach-McGee,10/2/2004,3519.92,547.168,683.96,4203.88,4876.5
V3682,Dave Hallsten,10/2/2004,1649.22,725.288,906.61,2555.83,2990.32
Ericsson 5160,David Wiener,10/2/2004,2807.52,1170.9,1463.63,4271.15,4527.42
Prang Colored Pencils,Elizabeth Moffitt,10/2/2004,33.76,12.936,16.17,49.93,61.913
Avery 509,Nona Balk,10/2/2004,7.59,4.592,5.74,13.33,15.063
Letter Size Cart,Tracy Zic,10/2/2004,1899.84,620.904,776.13,2675.97,2836.53
V70,Dario Medina,10/3/2004,1984.55,910.872,1138.59,3123.14,3497.92
UniKeep(TM) View Case Binders,William Brown,10/3/2004,366.95,-131.98,-131.98,234.97,253.768
BPI Conference Tables,Jane Waco,10/3/2004,1103.37,-149.06,-149.06,954.31,1164.26
Xerox 1982,Pierre Wener,10/4/2004,154.67,2.64,3.3,157.97,176.926
Xerox 200,Elizabeth Moffitt,10/4/2004,157.46,-38.79,-38.79,118.67,137.657
Nontoxic Chalk,Harold Pawlan,10/4/2004,46.23,6.392,7.99,54.22,64.522
Sterling V.92 PCI Softmodem,Rick Reed,10/4/2004,867.77,274.168,342.71,1210.48,1319.42
Newell 339,Jesus Ocampo,10/5/2004,23.49,1.76,2.2,25.69,27.231
Xerox 1898,Jesus Ocampo,10/5/2004,187.83,-60.67,-60.67,127.16,141.148
Aluminum Screw Posts,Tracy Zic,10/5/2004,43.5,10.576,13.22,56.72,70.333
Sony Accessory40,Tracy Zic,10/5/2004,31.95,47.992,59.99,91.94,114.006
Newell 308,Herbert Flentye,10/5/2004,18.79,-0.53,-0.53,18.26,22.095
Xerox 1907,Meg Tillman-Sachs,10/5/2004,126.83,29.016,36.27,163.1,174.517
Xerox 1910,Nona Balk,10/6/2004,617.35,507.048,633.81,1251.16,1463.86
M3097,Michael Moore,10/6/2004,3849,1828,2285,6134,7238.12
Safco Commercial Shelving,Lena Cacioppo,10/6/2004,1308.12,-480.81,-480.81,827.31,984.499
DAX Cubicle Frames - 8x10,Noel Staavos,10/7/2004,154.59,-58.9,-58.9,95.69,109.087
Ericsson 5125,Noel Staavos,10/7/2004,4813.24,2367.04,2958.8,7772.04,8860.13
GBC VeloBind Cover Sets,Sharelle Roach-McGee,10/7/2004,166.47,4.76,5.95,172.42,187.938
Loose Memo Sheets,Sharelle Roach-McGee,10/7/2004,110.3,3.672,4.59,114.89,125.23
Xerox 1970,Tonja Turnell,10/7/2004,139.1,-52.43,-52.43,86.67,92.737
Sony Accessory12,Nona Balk,10/7/2004,1271.26,1692.18,2115.22,3386.48,3725.13
Xerox 207,William Brown,10/7/2004,389.88,-77.46,-77.46,312.42,387.401
Xerox 206,Lena Cacioppo,10/7/2004,130.17,-34.58,-34.58,95.59,115.664
Staples 6 Outlet Surge,Sandra Glassco,10/7/2004,572.28,-23.98,-23.98,548.3,663.443
Xerox 226,Nona Balk,10/8/2004,82.38,-13.68,-13.68,68.7,81.753
TDK 4.7GB DVD+R,William Brown,10/8/2004,103.12,53.72,67.15,170.27,183.892
Imation 5.2GB DVD-RAM,Michael Moore,10/8/2004,1494.08,1069.9,1337.37,2831.45,3284.48
Xerox 22,Michael Moore,10/8/2004,271.23,-10.4,-10.4,260.83,297.346
Newell 331,Sandra Glassco,10/8/2004,217.8,-59.57,-59.57,158.23,175.635
Xerox 1985,Rose O_Brian-Murray,10/9/2004,158.71,-13.52,-13.52,145.19,159.709
Xerox 230,Sharelle Roach-McGee,10/9/2004,7.14,3.352,4.19,11.33,12.916
Desktop 3-Pocket Hot File,Mary Zewe,10/9/2004,1401.54,16.08,20.1,1421.64,1592.24
Xerox 1922,Seth Vernon,10/9/2004,27.7,-5.64,-5.64,22.06,26.031
Ericsson 3360,Rose O_Brian-Murray,10/10/2004,2031.49,803.984,1004.98,3036.47,3522.3
I888 World Phone,Noel Staavos,10/10/2004,2846.87,1065.73,1332.16,4179.03,4764.09
Staples Standard Envelopes,Noel Staavos,10/10/2004,74.52,35.944,44.93,119.45,146.923
Avery 517,Nona Balk,10/10/2004,22.83,28.6,35.75,58.58,62.095
Binding Machine Supplies,Sheri Gordon,10/10/2004,614.26,311.192,388.99,1003.25,1103.58
i270,Sheri Gordon,10/10/2004,996.26,371.144,463.93,1460.19,1693.82
Newell 339,Mary Zewe,10/10/2004,75.7,7.848,9.81,85.51,90.641
Xerox 1962,Thomas Seio,10/10/2004,273.08,-85.8,-85.8,187.28,222.863
Colored Push Pins,Meg Tillman-Sachs,10/10/2004,66.07,-17.65,-17.65,48.42,50.841
Hon 5100 Series Wood Tables,Quincy Jones,10/11/2004,6071,651.48,814.35,6885.35,8468.98
Xerox 1957,Olvera Toch,10/11/2004,87.23,-6.83,-6.83,80.4,98.088
Hoover Commercial SteamVac,Jasper Cacioppo,10/12/2004,43.8,3.832,4.79,48.59,57.336
Xerox 196,Quincy Jones,10/12/2004,50.2,-6.93,-6.93,43.27,49.328
Memorex 4.7GB DVD+RW  3/Pack,Henia Zydlo,10/12/2004,414.84,318.856,398.57,813.41,902.885
StarTAC Analog,Tracy Zic,10/12/2004,1166.02,315.664,394.58,1560.6,1654.24
ELITE Series,Meg O_Connel,10/12/2004,6113.21,3080.88,3851.1,9964.31,11658.2
Fiskars Softgrip Scissors,Tonja Turnell,10/13/2004,356.26,31.288,39.11,395.37,470.49
V3682,Quincy Jones,10/13/2004,1884.82,784.392,980.49,2865.31,3352.41
Sony Accessory27,Sarah Jordon-Smith,10/13/2004,1210.11,62.416,78.02,1288.13,1507.11
Siemens 2160I,Olvera Toch,10/13/2004,368.35,172.36,215.45,583.8,712.236
Sony Accessory38,Grace Kelly,10/13/2004,1028.74,91.944,114.93,1143.67,1303.78
i1000,Sarah Jordon-Smith,10/14/2004,1726.3,697.056,871.32,2597.62,2909.33
MicroTAC 650,Michael Moore,10/14/2004,2163.21,833.84,1042.3,3205.51,3782.5
Newell 326,Nathan Mautz,10/14/2004,37.08,0.616,0.77,37.85,42.014
Acco Glide Clips,Tracy Zic,10/14/2004,74.22,-0.58,-0.58,73.64,89.841
Sony Accessory2,Nona Balk,10/15/2004,1121.56,670.312,837.89,1959.45,2155.39
Super Bands  12/Pack,Quincy Jones,10/15/2004,53.37,-27.29,-27.29,26.08,28.427
Holmes Odor Grabber,William Brown,10/15/2004,398.96,24.936,31.17,430.13,507.553
Siemens 300 Series Non-Flip,Olvera Toch,10/15/2004,610.04,297.112,371.39,981.43,1207.16
Xerox 1997,Sheri Gordon,10/15/2004,74.69,-27.04,-27.04,47.65,57.18
Sony Accessory24,Pierre Wener,10/16/2004,690.35,254.176,317.72,1008.07,1189.52
Avery 519,Yoseph Carroll-Englig,10/16/2004,90.43,61.448,76.81,167.24,185.636
TDK 4.7GB DVD-R,Yoseph Carroll-Englig,10/16/2004,71.76,51.256,64.07,135.83,165.713
Xerox 1917,Dario Medina,10/16/2004,368.34,283.232,354.04,722.38,881.304
Economy Rollaway Files,Nona Balk,10/16/2004,5403.07,1826.04,2282.55,7685.62,8300.47
Xerox 200,Quincy Jones,10/16/2004,384.89,-96.33,-96.33,288.56,334.73
Siemens 270C,Olvera Toch,10/16/2004,2552.03,1015.42,1269.28,3821.31,4318.08
Xerox 1999,Victor Price,10/16/2004,88.63,-12.8,-12.8,75.83,82.655
Binder Clips by OIC,Iggy Osterman,10/17/2004,34.93,6.984,8.73,43.66,51.955
Security-Tint Envelopes,Quincy Jones,10/17/2004,28.98,17.2,21.5,50.48,62.09
Canon PC940 Copier,Michael Moore,10/17/2004,7479.87,6970.63,8713.29,16193.2,18784.1
Timeport L7089,Victor Price,10/17/2004,1776.81,906.848,1133.56,2910.37,3317.82
Ericsson 3395,Pierre Wener,10/18/2004,303.27,85.272,106.59,409.86,479.536
Xerox 1991,Jason Gross,10/18/2004,683.5,180.248,225.31,908.81,954.25
Newell 314,Pierre Wener,10/19/2004,4.05,1.864,2.33,6.38,7.528
Novimex Fabric Task Chair,Iggy Osterman,10/19/2004,2325.95,-466.94,-466.94,1859.01,2230.81
Avery Non-Stick Binders,William Brown,10/20/2004,19.45,18.4,23,42.45,47.12
GBC Linen Binding Covers,Nathan Mautz,10/20/2004,415.67,90.312,112.89,528.56,613.13
Xerox 1928,Nathan Mautz,10/20/2004,159.07,-53.79,-53.79,105.28,113.702
i270,Rick Reed,10/20/2004,2218.94,723.136,903.92,3122.86,3622.52
Sony Accessory11,Hilary Holden,10/21/2004,299.51,310.984,388.73,688.24,805.241
CF 768,Pierre Wener,10/21/2004,2894.58,1042.46,1303.07,4197.65,4785.32
36X48 HARDFLOOR CHAIRMAT,Dario Medina,10/21/2004,713.72,-318.1,-318.1,395.62,478.7
Letter Slitter,Lena Cacioppo,10/21/2004,99.66,-35.72,-35.72,63.94,74.81
TDK 4.7GB DVD-R,Hilary Holden,10/22/2004,348.55,248.96,311.2,659.75,804.895
Xerox 2,Hilary Holden,10/22/2004,377.89,-63.26,-63.26,314.63,339.8
Avery 510,Harold Pawlan,10/22/2004,58.51,41.016,51.27,109.78,132.834
OIC Binder Clips,Jesus Ocampo,10/23/2004,167.46,6.68,8.35,175.81,196.907
Staples 6 Outlet Surge,Pierre Wener,10/23/2004,309.99,9.352,11.69,321.68,389.233
Xerox 225,David Wiener,10/23/2004,225.55,-23.31,-23.31,202.24,220.442
Sony Accessory18,Sarah Jordon-Smith,10/23/2004,2080.33,122.304,152.88,2233.21,2545.86
Xerox 1912,Steven Roelle,10/24/2004,73.01,39.464,49.33,122.34,128.457
Logitech Access Keyboard,Debra Catini-Entman,10/24/2004,70.85,12.032,15.04,85.89,101.35
T28 WORLD,MaryBeth Skach,10/24/2004,886.09,433.592,541.99,1428.08,1513.77
Avery 50,Dario Medina,10/25/2004,26.31,29.896,37.37,63.68,75.779
Hon Metal Bookcases  Black,Jason Gross,10/25/2004,3050.43,-32.05,-32.05,3018.38,3440.95
Colored Push Pins,Mary Zewe,10/25/2004,36.7,-10.29,-10.29,26.41,27.73
DAX Cubicle Frames - 8x10,Mary Zewe,10/25/2004,136.4,-40.57,-40.57,95.83,109.246
Xerox 1943,Mary Zewe,10/25/2004,353.16,103.472,129.34,482.5,535.575
Acco Glide Clips,Hilary Holden,10/26/2004,178.14,13.768,17.21,195.35,238.327
Ericsson 3285,Lynn Smith-Reed,10/26/2004,4845.92,2570.72,3213.4,8059.32,9671.18
Xerox 224,Steven Roelle,10/26/2004,45.11,-10.31,-10.31,34.8,43.152
CF 888,Jas O_Carroll,10/27/2004,1674.74,669.152,836.44,2511.18,2712.07
R300LX,Jas O_Carroll,10/27/2004,276.44,103.768,129.71,406.15,471.134
Xerox 1986,Jas O_Carroll,10/27/2004,66.43,-3.83,-3.83,62.6,71.364
TDK 4.7GB DVD+R,David Wiener,10/27/2004,64.45,38.712,48.39,112.84,121.867
Imation DVD-RAM discs,Maurice Satty,10/27/2004,637,523.656,654.57,1291.57,1575.71
Hon Olson Stacker Chairs,Victor Price,10/27/2004,2584.45,1319.66,1649.57,4234.02,5080.82
Acco Hanging Data Binders,Sarah Jordon-Smith,10/28/2004,271.82,-119.45,-119.45,152.37,164.56
Avery 519,Sarah Jordon-Smith,10/28/2004,79.12,76.416,95.52,174.64,193.85
Xerox 1957,Jason Gross,10/28/2004,305.3,-54.55,-54.55,250.75,305.915
Heavy-Duty E-Z-D Binders,Michael Moore,10/28/2004,242.62,78.344,97.93,340.55,412.066
Avery 520,Steven Roelle,10/28/2004,49.96,33.096,41.37,91.33,113.249
i2000,Robert Marley,10/28/2004,1796.16,787.4,984.25,2780.41,3002.84
T28 WORLD,Robert Marley,10/28/2004,6329.2,2274.5,2843.13,9172.33,9722.67
Xerox 222,Meg O_Connel,10/28/2004,258.61,-66.27,-66.27,192.34,234.655
Ericsson 5165,Meg Tillman-Sachs,10/28/2004,3591.2,1491.15,1863.94,5455.14,6327.96
Hon 5100 Series Wood Tables,Hilary Holden,10/29/2004,5015.18,136.888,171.11,5186.29,6379.14
Xerox 1897,Hilary Holden,10/29/2004,70.77,-19.95,-19.95,50.82,63.017
Prestige Round Ring Binders,Sarah Jordon-Smith,10/29/2004,186.22,108.408,135.51,321.73,379.641
Talkabout T8097,Harold Pawlan,10/29/2004,5010.1,2161.74,2702.17,7712.27,8637.74
Ericsson 5165,Herbert Flentye,10/29/2004,979.42,489.376,611.72,1591.14,1845.72
Euro-Pro Shark Turbo Vacuum,Jesus Ocampo,10/30/2004,403.67,-165.52,-165.52,238.15,273.873
Ericsson 6340,Dario Medina,10/30/2004,1369.27,764.72,955.9,2325.17,2906.46
Newell 341,Dario Medina,10/30/2004,82.94,1.608,2.01,84.95,89.198
Staples 6 Outlet Surge,Sarah Jordon-Smith,10/30/2004,536.52,-11.2,-11.2,525.32,635.637
Staples 6 Outlet Surge,Hilary Holden,10/31/2004,202.68,1.112,1.39,204.07,246.925
Xerox 1895,Hilary Holden,10/31/2004,498.5,-257.36,-257.36,241.14,265.254
Xerox 1946,Jason Gross,10/31/2004,246.23,-53.89,-53.89,192.34,209.651
Newell 32,Heather Jas-Hannaway,10/31/2004,27.19,4,5,32.19,36.375
Memorex 4.7GB DVD+R  3/Pack,Lynn Smith-Reed,11/1/2004,33.63,19.632,24.54,58.17,68.059
Newell 313,Lynn Smith-Reed,11/1/2004,129.71,18.304,22.88,152.59,161.745
Nu-Dell Oak Frame,Lynn Smith-Reed,11/1/2004,105.24,15.696,19.62,124.86,138.595
Xerox 1907,Laura Armstrong,11/1/2004,107.32,17.632,22.04,129.36,138.415
Xerox 1936,David Flashing,11/1/2004,162.75,51.04,63.8,226.55,274.125
Siemens 5185I,Speros Goranitis,11/1/2004,5561.79,2580.99,3226.24,8788.03,10633.5
Newell 340,Sandra Glassco,11/2/2004,83.26,16.76,20.95,104.21,128.178
Phone 918,Sandra Glassco,11/2/2004,2024.55,1093.5,1366.87,3391.42,4171.45
Xerox 217,Meg O_Connel,11/2/2004,529.38,-194.01,-194.01,335.37,415.859
Staples* Letter Opener,Herbert Flentye,11/2/2004,324.76,-214.2,-214.2,110.56,134.883
Newell 342,Stephanie Ulpright,11/2/2004,69.68,-25.98,-25.98,43.7,45.885
T193,Roy Skaria,11/3/2004,170.42,55.616,69.52,239.94,261.535
KF 788,Harold Pawlan,11/3/2004,768.61,335.576,419.47,1188.08,1306.89
Xerox 1914,Laura Armstrong,11/3/2004,1207.63,1197.81,1497.26,2704.89,3056.53
Xerox 1983,Laura Armstrong,11/3/2004,342.58,-87.66,-87.66,254.92,275.314
StarTAC ST7762,Lena Cacioppo,11/3/2004,878.84,349.536,436.92,1315.76,1394.71
Hon 4060 Series Tables,Sandra Glassco,11/3/2004,1953.49,-289.46,-289.46,1664.03,1847.07
KI Adjustable-Height Table,Sandra Glassco,11/3/2004,3712.88,-679.55,-679.55,3033.33,3670.33
Avery 473,Jas O_Carroll,11/4/2004,173.18,181.792,227.24,400.42,436.458
Xerox 1895,Jas O_Carroll,11/4/2004,472.93,-241.28,-241.28,231.65,254.815
Xerox 1897,Harold Pawlan,11/4/2004,86.49,-24.59,-24.59,61.9,76.756
Dax Clear Box Frame,Rick Reed,11/4/2004,160.36,29.088,36.36,196.72,230.162
M3097,Jas O_Carroll,11/5/2004,502.04,212.312,265.39,767.43,905.567
Acme Box Cutter Scissors,Tanja Norvell,11/5/2004,492.92,8.2,10.25,503.17,548.455
Portable Personal File Box,Harold Pawlan,11/5/2004,523.24,-13.42,-13.42,509.82,560.802
Holmes Odor Grabber,Maurice Satty,11/5/2004,71.24,6.04,7.55,78.79,92.972
Belkin ErgoBoard(TM) Keyboard,Karen Seio,11/6/2004,236.94,52.088,65.11,302.05,362.46
OIC Stacking Trays,Yoseph Carroll-Englig,11/6/2004,150.94,-28.58,-28.58,122.36,151.726
Mobile Personal File Cube,Tanja Norvell,11/6/2004,696.75,69.632,87.04,783.79,862.169
Ericsson 5160,Laura Armstrong,11/6/2004,1965.26,652.648,815.81,2781.07,2947.93
KF 688,Laura Armstrong,11/6/2004,193.99,74.816,93.52,287.51,316.261
Sony Accessory3,Grace Kelly,11/6/2004,290.02,100.024,125.03,415.05,510.512
Xerox 1890,Yoseph Carroll-Englig,11/7/2004,788.51,753.216,941.52,1730.03,1937.63
Xerox 1891,David Wiener,11/7/2004,805.06,673.128,841.41,1646.47,2008.69
Xerox Blank Computer Paper,Olvera Toch,11/7/2004,641.4,311.824,389.78,1031.18,1278.66
Tennsco Double-Tier Lockers,Herbert Flentye,11/7/2004,3622.81,475.552,594.44,4217.25,4554.63
Canon PC940 Copier,Stephanie Ulpright,11/7/2004,8139.86,6941.02,8676.27,16816.1,19506.7
Newell 315,Maurice Satty,11/8/2004,54.58,12.792,15.99,70.57,83.978
Xerox 191,Jas O_Carroll,11/9/2004,215.24,69.88,87.35,302.59,363.108
Avery 49,Noel Staavos,11/9/2004,38.42,28.416,35.52,73.94,92.425
Newell 340,Tracy Zic,11/9/2004,41.63,9.456,11.82,53.45,65.744
Xerox 200,Hilary Holden,11/10/2004,61.23,-5.89,-5.89,55.34,64.194
StarTAC Analog,Jesus Ocampo,11/10/2004,242.92,84.736,105.92,348.84,369.77
Ideal Clamps,Maurice Satty,11/10/2004,71.53,11.184,13.98,85.51,103.467
i700plus,Yoseph Carroll-Englig,11/11/2004,952.13,495.576,619.47,1571.6,1917.35
4009 Highlighters,William Brown,11/11/2004,24.9,4.096,5.12,30.02,33.622
Newell 309,Sue Ann Reed-Freeman,11/12/2004,409.49,99.76,124.7,534.19,576.925
Nu-Dell Executive Frame,Sue Ann Reed-Freeman,11/12/2004,11.05,4.544,5.68,16.73,18.236
Round Ring Binders,Sharelle Roach-McGee,11/12/2004,59.29,-0.56,-0.56,58.73,64.603
Ericsson 6185,Maurice Satty,11/12/2004,2694.43,1610.54,2013.18,4707.61,5884.51
GBC Durable Plastic Covers,Meg Tillman-Sachs,11/12/2004,976.15,-69.98,-69.98,906.17,1033.03
Sony Accessory9,Lynn Smith-Reed,11/13/2004,225.37,172.816,216.02,441.39,542.91
Xerox 1890,Lynn Smith-Reed,11/13/2004,270.35,281.736,352.17,622.52,697.222
StarTAC 3000,Jennifer Patt,11/13/2004,2706.8,1108.81,1386.01,4092.81,4665.8
